Input,Target
titulo o fantasma do grande hotel,tit=o fantasma do grande hotel%
titulo o caso do vulcao pestilento,tit=o caso do vulcao pestilento%
titulo as escavadoras,tit=as escavadoras%
titulo tome e os seus amigos,tit=tome e os seus amigos%
titulo onde esta o urso tico,tit=onde esta o urso tico%
titulo norberto e os ovos desaparecidos,tit=norberto e os ovos desaparecidos%
titulo cartao,tit=cartao%
titulo plasticina,tit=plasticina%
titulo o assobio especial do noddy,tit=o assobio especial do noddy%
titulo vegetais e sementes,tit=vegetais e sementes%
titulo plastico,tit=plastico%
titulo alerta saltitao,tit=alerta saltitao%
titulo tecidos,tit=tecidos%
titulo os animais bebes,tit=os animais bebes%
titulo livro de cancoes populares e infantis,tit=livro de cancoes populares e infantis%
titulo uma aventura do rato ratinho,tit=uma aventura do rato ratinho%
titulo o espaco,tit=o espaco%
titulo ja conto melhor,tit=ja conto melhor%
titulo dicionario por imagens da natureza,tit=dicionario por imagens da natureza%
titulo dicionario por imagens da terra,tit=dicionario por imagens da terra%
titulo as viagens de gulliver,tit=as viagens de gulliver%
titulo historias que o verao me contou,tit=historias que o verao me contou%
titulo mulherzinhas,tit=mulherzinhas%
titulo dicionario visual dos animais,tit=dicionario visual dos animais%
titulo as aventuras do principe,tit=as aventuras do principe%
titulo o gato felix,tit=o gato felix%
titulo cara de coruja,tit=cara de coruja%
titulo o irmao do pinoquio,tit=o irmao do pinoquio%
titulo atlas dos animais,tit=atlas dos animais%
titulo a uniao faz a forca,tit=a uniao faz a forca%
titulo maquina do tempo,tit=maquina do tempo%
titulo a descoberta da vida,tit=a descoberta da vida%
titulo as memorias de adalberto,tit=as memorias de adalberto%
titulo conhecer a ecologia,tit=conhecer a ecologia%
titulo o sol e o girassol,tit=o sol e o girassol%
titulo o ovo,tit=o ovo%
titulo a flor,tit=a flor%
titulo poneis,tit=poneis%
titulo mickey contra o gigante,tit=mickey contra o gigante%
titulo proverbios despenteados,tit=proverbios despenteados%
titulo camila tem medo do seu ursinho,tit=camila tem medo do seu ursinho%
titulo camila vai ao parque,tit=camila vai ao parque%
titulo camila tem um pesadelo,tit=camila tem um pesadelo%
titulo o meu ursinho preferido,tit=o meu ursinho preferido%
titulo camila apaixonase,tit=camila apaixonase%
titulo as incriveis ferias na pensao mirarratos,tit=as incriveis ferias na pensao mirarratos%
titulo o mago apaixonado,tit=o mago apaixonado%
titulo o lobo,tit=o lobo%
titulo pedro aprende bricolagem,tit=pedro aprende bricolagem%
titulo a princesa das lagrimas de ouro,tit=a princesa das lagrimas de ouro%
titulo leopoldina e o brinquedo magico,tit=leopoldina e o brinquedo magico%
titulo minha terra e sua gente,tit=minha terra e sua gente%
titulo aquela nuvem e outras,tit=aquela nuvem e outras%
titulo cenografia e maquilhagem,tit=cenografia e maquilhagem%
titulo as tres laranjas,tit=as tres laranjas%
titulo marionetas e mimo,tit=marionetas e mimo%
titulo os reis do mar,tit=os reis do mar%
titulo o flautista de hamelim,tit=o flautista de hamelim%
titulo o aniversario do ruca,tit=o aniversario do ruca%
titulo sombras chinesas e mascaras,tit=sombras chinesas e mascaras%
titulo o do sal,tit=o do sal%
titulo o grande livro disney de jogos,tit=o grande livro disney de jogos%
titulo o sal do mar,tit=o sal do mar%
titulo o alfabeto,tit=o alfabeto%
titulo de quem e este nariz,tit=de quem e este nariz%
titulo dicionario o letrinhas,tit=dicionario o letrinhas%
titulo o reino selvagem,tit=o reino selvagem%
titulo o sistema imunitario,tit=o sistema imunitario%
titulo dinossaurios em lisboa,tit=dinossaurios em lisboa%
titulo auto do pinheiro velho,tit=auto do pinheiro velho%
titulo o cao simao,tit=o cao simao%
titulo historias e poemas para pessoas pequenas,tit=historias e poemas para pessoas pequenas%
titulo ler doce ler,tit=ler doce ler%
titulo a princesa e a ervilha,tit=a princesa e a ervilha%
titulo na quinta,tit=na quinta%
titulo a pequena familia coelho,tit=a pequena familia coelho%
titulo no mar e no ar,tit=no mar e no ar%
titulo o futebol,tit=o futebol%
titulo sobe e desce com o gualter,tit=sobe e desce com o gualter%
titulo rua sesamo,tit=rua sesamo%
titulo o caldo de pedra,tit=o caldo de pedra%
titulo historias pequenas de bichos pequenos,tit=historias pequenas de bichos pequenos%
titulo uma corrida de vassouras,tit=uma corrida de vassouras%
titulo poete mesa,tit=poete mesa%
titulo tobias e... os numeros,tit=tobias e... os numeros%
titulo o misterio do urso,tit=o misterio do urso%
titulo tobias e... as cores,tit=tobias e... as cores%
titulo historias para ouvir antes de adormecer,tit=historias para ouvir antes de adormecer%
titulo pequeno azul e pequeno amarelo,tit=pequeno azul e pequeno amarelo%
titulo padre antonio vieira,tit=padre antonio vieira%
titulo a casa da arvore,tit=a casa da arvore%
titulo o quadro mais bonito do mundo,tit=o quadro mais bonito do mundo%
titulo o cego e o mealheiro,tit=o cego e o mealheiro%
titulo uma aventura no carnaval,tit=uma aventura no carnaval%
titulo vanda e o sol,tit=vanda e o sol%
titulo o homem de neanderthal,tit=o homem de neanderthal%
titulo o pequeno livro do bom comportamento,tit=o pequeno livro do bom comportamento%
titulo estranhoes  bizarrocos,tit=estranhoes  bizarrocos%
titulo quem comeu a minha papa,tit=quem comeu a minha papa%
titulo onda,tit=onda%
titulo es mesmo tu,tit=es mesmo tu%
titulo momoko,tit=momoko%
titulo romance do 25 de abril,tit=romance do 25 de abril%
titulo o livro do egipto,tit=o livro do egipto%
titulo a  floresta e suas comunidades de macromicetas,tit=a  floresta e suas comunidades de macromicetas%
titulo prontuario da lingua portuguesa,tit=prontuario da lingua portuguesa%
titulo o mercador de coisa nenhuma,tit=o mercador de coisa nenhuma%
titulo meninos iguais a mim,tit=meninos iguais a mim%
titulo os 101 dalmatas,tit=os 101 dalmatas%
titulo uma cancao por semana,tit=uma cancao por semana%
titulo volta ao mundo em 40 cancoes,tit=volta ao mundo em 40 cancoes%
titulo o medico e o monstro,tit=o medico e o monstro%
titulo lendas de portugal,tit=lendas de portugal%
titulo contos de andersen para criancas sem medo,tit=contos de andersen para criancas sem medo%
titulo o livro da tila,tit=o livro da tila%
titulo a flor vai ver o mar,tit=a flor vai ver o mar%
titulo vamos contar um segredo... e outra historia,tit=vamos contar um segredo... e outra historia%
titulo a fabula do bom leao,tit=a fabula do bom leao%
titulo o chinesinho descobre...,tit=o chinesinho descobre...%
titulo a mensagem na garrafa,tit=a mensagem na garrafa%
titulo versos de cacaraca,tit=versos de cacaraca%
titulo 6 historias de encantar,tit=6 historias de encantar%
titulo a que sabe esta historia,tit=a que sabe esta historia%
titulo scrash,tit=scrash%
titulo fui trocada por uma piza,tit=fui trocada por uma piza%
titulo o feiticeiro de oz,tit=o feiticeiro de oz%
titulo a  odisseia,tit=a  odisseia%
titulo cleopatra e a sua vibora,tit=cleopatra e a sua vibora%
titulo as meninas exemplares,tit=as meninas exemplares%
titulo feliz aniversario,tit=feliz aniversario%
titulo angelica,tit=angelica%
titulo um monte de ogres horrendos,tit=um monte de ogres horrendos%
titulo a classe dinossauros e a prehistoria,tit=a classe dinossauros e a prehistoria%
titulo os sete cabritinhos e o lobo,tit=os sete cabritinhos e o lobo%
titulo o graoduque,tit=o graoduque%
titulo uma aventura na serra da estrela,tit=uma aventura na serra da estrela%
titulo as mais famosas fabulas ii,tit=as mais famosas fabulas ii%
titulo o  guardiao das coisas pequenas,tit=o  guardiao das coisas pequenas%
titulo ha fogo na floresta,tit=ha fogo na floresta%
titulo abecedario maluco,tit=abecedario maluco%
titulo historias para meninos nao quero,tit=historias para meninos nao quero%
titulo a lenda do viajante que nao podia parar,tit=a lenda do viajante que nao podia parar%
titulo os primos e a bruxa cartuxa,tit=os primos e a bruxa cartuxa%
titulo dente branco,tit=dente branco%
titulo anjos de pijama,tit=anjos de pijama%
titulo contos de animais com manhas de gente,tit=contos de animais com manhas de gente%
titulo o gigante egoista,tit=o gigante egoista%
titulo tres semanas com a avo,tit=tres semanas com a avo%
titulo aventuras da engracia,tit=aventuras da engracia%
titulo segredos,tit=segredos%
titulo a gata gatilde,tit=a gata gatilde%
titulo o saco de mentiras,tit=o saco de mentiras%
titulo o h perdeu uma perna,tit=o h perdeu uma perna%
titulo sonhos na palma da mao,tit=sonhos na palma da mao%
titulo o limpapalavras e outros poemas,tit=o limpapalavras e outros poemas%
titulo 100 historias bemdispostas,tit=100 historias bemdispostas%
titulo as andancas do senhor fortes,tit=as andancas do senhor fortes%
titulo ideias giras,tit=ideias giras%
titulo sou especial porque sou,tit=sou especial porque sou%
titulo o leao e o canguru,tit=o leao e o canguru%
titulo um dragao na banheira,tit=um dragao na banheira%
titulo robin dos bosques,tit=robin dos bosques%
titulo o avo e eu,tit=o avo e eu%
titulo oh nao,tit=oh nao%
titulo a floresta,tit=a floresta%
titulo joao e a floresta de betao,tit=joao e a floresta de betao%
titulo os opostos,tit=os opostos%
titulo a bruxa mimi voa outra vez,tit=a bruxa mimi voa outra vez%
titulo uma historia de dedos,tit=uma historia de dedos%
titulo o meu primeiro fernando pessoa,tit=o meu primeiro fernando pessoa%
titulo pequeno livro de desmatematica,tit=pequeno livro de desmatematica%
titulo quero a minha chupeta,tit=quero a minha chupeta%
titulo formas,tit=formas%
titulo o livro das lengalengas,tit=o livro das lengalengas%
titulo se eu fosse muito alto,tit=se eu fosse muito alto%
titulo a estrela perdida,tit=a estrela perdida%
titulo o livro dos exageros,tit=o livro dos exageros%
titulo o livrinho dos proverbios,tit=o livrinho dos proverbios%
titulo a professora de lulu desapareceu,tit=a professora de lulu desapareceu%
titulo o pequeno livro do ambiente,tit=o pequeno livro do ambiente%
titulo a viagem da gotinha,tit=a viagem da gotinha%
titulo a  mimi vai a praia,tit=a  mimi vai a praia%
titulo o nabo gigante,tit=o nabo gigante%
titulo a borboleta leta,tit=a borboleta leta%
titulo a toupeira que queria saber quem lhe fizera aquilo cabeca,tit=a toupeira que queria saber quem lhe fizera aquilo cabeca%
titulo o sonho e...,tit=o sonho e...%
titulo o homem alto,tit=o homem alto%
titulo a mulher baixinha,tit=a mulher baixinha%
titulo o rapaz magro,tit=o rapaz magro%
titulo a rapariga gorda,tit=a rapariga gorda%
titulo a rapariga limpa,tit=a rapariga limpa%
titulo o rapaz sujo,tit=o rapaz sujo%
titulo a menina branca,tit=a menina branca%
titulo o rapaz preto,tit=o rapaz preto%
titulo e tudo meu,tit=e tudo meu%
titulo grao de milho,tit=grao de milho%
titulo a  bruxa mimi,tit=a  bruxa mimi%
titulo o namorado novo da minha mae,tit=o namorado novo da minha mae%
titulo elmer e o grande dia,tit=elmer e o grande dia%
titulo a rapariga e o sonho,tit=a rapariga e o sonho%
titulo a filha do grufalao,tit=a filha do grufalao%
titulo o  grufalao,tit=o  grufalao%
titulo historia dentro de uma garrafa,tit=historia dentro de uma garrafa%
titulo marley em accao,tit=marley em accao%
titulo para onde foi o zezinho...,tit=para onde foi o zezinho...%
titulo a minha irma e eu,tit=a minha irma e eu%
titulo perdoar,tit=perdoar%
titulo a  arvore generosa,tit=a  arvore generosa%
titulo o  que e o amor,tit=o  que e o amor%
titulo o livro da avo,tit=o livro da avo%
titulo o  rouxinol,tit=o  rouxinol%
titulo rani e o lago das sereias,tit=rani e o lago das sereias%
titulo nini e a amiga bolota,tit=nini e a amiga bolota%
titulo a melhor condutora do mundo,tit=a melhor condutora do mundo%
titulo olivia salva o circo,tit=olivia salva o circo%
titulo olivia,tit=olivia%
titulo o misterio da perola gigante,tit=o misterio da perola gigante%
titulo dalton city,tit=dalton city%
titulo uma educacao para o ambiente,tit=uma educacao para o ambiente%
titulo o passaro em branco,tit=o passaro em branco%
titulo afonso e o livro,tit=afonso e o livro%
titulo a vida de um legionario na formacao do imperio romano,tit=a vida de um legionario na formacao do imperio romano%
titulo a vida dos homens da prehistoria,tit=a vida dos homens da prehistoria%
titulo camila nao quer emprestar os seus brinquedos,tit=camila nao quer emprestar os seus brinquedos%
titulo 102 dalmatas,tit=102 dalmatas%
titulo cento e dois dalmatas,tit=cento e dois dalmatas%
titulo aguas perigosas,tit=aguas perigosas%
titulo queres ouvir eu conto,tit=queres ouvir eu conto%
titulo eva,tit=eva%
titulo iara,tit=iara%
titulo historia com recadinho,tit=historia com recadinho%
titulo memorias de um cavalinho de pau,tit=memorias de um cavalinho de pau%
titulo ontem foi sabado,tit=ontem foi sabado%
titulo historias da pedrinha do sol,tit=historias da pedrinha do sol%
titulo o canteiro dos livros,tit=o canteiro dos livros%
titulo o rabo do esquilo,tit=o rabo do esquilo%
titulo a ovelhinha preta,tit=a ovelhinha preta%
titulo o urso e o gato selvagem,tit=o urso e o gato selvagem%
titulo teatro as tres pancadas,tit=teatro as tres pancadas%
titulo serafim e malacueco na corte do rei escama,tit=serafim e malacueco na corte do rei escama%
titulo historia de um papagaio,tit=historia de um papagaio%
titulo vem ai o ze das moscas,tit=vem ai o ze das moscas%
titulo olha o passarinho,tit=olha o passarinho%
titulo os quatro pes do trono,tit=os quatro pes do trono%
titulo as tres aboboras,tit=as tres aboboras%
titulo a historia do pedrito coelho,tit=a historia do pedrito coelho%
titulo contos de perrault,tit=contos de perrault%
titulo siga a seta,tit=siga a seta%
titulo esquecime como se chama,tit=esquecime como se chama%
titulo a arvore dos rebucados,tit=a arvore dos rebucados%
titulo lobo grande e lobo pequeno,tit=lobo grande e lobo pequeno%
titulo sorriso de estrela,tit=sorriso de estrela%
titulo o elefante corderosa,tit=o elefante corderosa%
titulo o principe feliz,tit=o principe feliz%
titulo construtores,tit=construtores%
titulo a cor das vogais,tit=a cor das vogais%
titulo as cancoezinhas da tila,tit=as cancoezinhas da tila%
titulo a estranha maquina dos livros,tit=a estranha maquina dos livros%
titulo misterios,tit=misterios%
titulo robertices,tit=robertices%
titulo era uma vez... o corpo humano,tit=era uma vez... o corpo humano%
titulo a digestao i  a digestao ii,tit=a digestao i  a digestao ii%
titulo o coracao,tit=o coracao%
titulo o esqueleto,tit=o esqueleto%
titulo o figado,tit=o figado%
titulo a medula ossea,tit=a medula ossea%
titulo o gosto e o olfacto,tit=o gosto e o olfacto%
titulo os dentes,tit=os dentes%
titulo a origem da vida,tit=a origem da vida%
titulo a origem da vida i  a origem da vida ii,tit=a origem da vida i  a origem da vida ii%
titulo o nascimento i,tit=o nascimento i%
titulo nosso meio ambiente,tit=nosso meio ambiente%
titulo as vacinas,tit=as vacinas%
titulo as plaquetas,tit=as plaquetas%
titulo grandes investigadores,tit=grandes investigadores%
titulo moverse e saudavel,tit=moverse e saudavel%
titulo por uma vida mais saudavel,tit=por uma vida mais saudavel%
titulo por uma vida mais saudavel i,tit=por uma vida mais saudavel i%
titulo a nutricao,tit=a nutricao%
titulo a nutricao saude e alimentacao i,tit=a nutricao saude e alimentacao i%
titulo dois sentidos vitais,tit=dois sentidos vitais%
titulo apertos do aparelho respiratorio,tit=apertos do aparelho respiratorio%
titulo apertos do aparelho respiratorio ii,tit=apertos do aparelho respiratorio ii%
